All Tested Subsets:
Subset: (0,), P-Value: 0.00000000000000000000000, Loss: 5.81160901489583281431806
Subset: (1,), P-Value: 0.00000000000000000000000, Loss: 5.82396964423406338084988
Subset: (2,), P-Value: 0.00001926225998960493803, Loss: 5.05551627774993228570111
Subset: (3,), P-Value: 0.00000000000000000000000, Loss: 5.39939638543324651465127
Subset: (4,), P-Value: 0.00000000000000000000000, Loss: 5.30094654427489953008035
Subset: (5,), P-Value: 0.00000000000000000000000, Loss: 5.80634146281125840260984
Subset: (6,), P-Value: 0.00000000000000000000000, Loss: 5.77076211396413896181912
Subset: (7,), P-Value: 0.00000000000000000000000, Loss: 5.58364545507241327726433
Subset: (8,), P-Value: 0.00000000000000000000000, Loss: 5.82397280827681829151743
Subset: (9,), P-Value: 0.00000000000000000000000, Loss: 5.70435517610712583547183
Subset: (0, 1), P-Value: 0.00000000000000000000000, Loss: 5.81151538121390487390272
Subset: (0, 2), P-Value: 0.00000363828660152088795, Loss: 5.04559781534320617168987
Subset: (0, 3), P-Value: 0.00000000000000000000000, Loss: 5.35042161304656449516415
Subset: (0, 4), P-Value: 0.00000000000000000000000, Loss: 5.23154499014244223076275
Subset: (0, 5), P-Value: 0.00000000000000000000000, Loss: 5.78984296430370903863150
Subset: (0, 6), P-Value: 0.00000000000000000000000, Loss: 5.75438215622636395352174
Subset: (0, 7), P-Value: 0.00000000000000000000000, Loss: 5.56334189268022427654614
Subset: (0, 8), P-Value: 0.00000000000000000000000, Loss: 5.81146947330871554981968
Subset: (0, 9), P-Value: 0.00000000000000000000000, Loss: 5.69851048968785089954281
Subset: (1, 2), P-Value: 0.00000000018339806754318, Loss: 5.02404018912354111137120
Subset: (1, 3), P-Value: 0.00000000000000000000000, Loss: 5.39302499014382696884695
Subset: (1, 4), P-Value: 0.00000000000000000000000, Loss: 5.28912049667601813496276
Subset: (1, 5), P-Value: 0.00000000000000000000000, Loss: 5.80615653062332626177522
Subset: (1, 6), P-Value: 0.00000000000000000000000, Loss: 5.76782312463040724992425
Subset: (1, 7), P-Value: 0.00000000000000000000000, Loss: 5.57868665199818014599487
Subset: (1, 8), P-Value: 0.00000000000000000000000, Loss: 5.82396983307933169271564
Subset: (1, 9), P-Value: 0.00000000000000000000000, Loss: 5.70312585385154502404248
Subset: (2, 3), P-Value: 0.00007727251879534231284, Loss: 4.63110777193391509598541
Subset: (2, 4), P-Value: 0.00000000000000000000000, Loss: 4.70364025594029211418956
Subset: (2, 5), P-Value: 0.00000000000118446271855, Loss: 5.01698126379563014154428
Subset: (2, 6), P-Value: 0.00000000000000000000002, Loss: 5.03137421266495454830192
Subset: (2, 7), P-Value: 0.00000000000000000000000, Loss: 4.80470456759163067061991
Subset: (2, 8), P-Value: 0.00003353222450458775500, Loss: 5.05546771213772405673126
Subset: (2, 9), P-Value: 0.00000000000000000000000, Loss: 5.01688567137583429911274
Subset: (3, 4), P-Value: 0.00000000000000000000000, Loss: 5.09469930527820924481830
Subset: (3, 5), P-Value: 0.00000000000000000000000, Loss: 5.39997654263162729648684
Subset: (3, 6), P-Value: 0.00000000000000000000000, Loss: 5.38488331566739031330826
Subset: (3, 7), P-Value: 0.00000000000000000000000, Loss: 5.29271275408472874346444
Subset: (3, 8), P-Value: 0.00000000000000000000000, Loss: 5.38844213548829209514679
Subset: (3, 9), P-Value: 0.00000000000000000000000, Loss: 5.21450265548054225916985
Subset: (4, 5), P-Value: 0.00000000000000000000000, Loss: 5.26847784522361362036236
Subset: (4, 6), P-Value: 0.00000000000000000000000, Loss: 4.99894697598638160229712
Subset: (4, 7), P-Value: 0.00000000000000000000000, Loss: 5.26951503565750467572570
Subset: (4, 8), P-Value: 0.00000000000000000000000, Loss: 4.71894895679620063333459
Subset: (4, 9), P-Value: 0.00000000000000000000000, Loss: 4.62694215420673149452568
Subset: (5, 6), P-Value: 0.00000000000000000000000, Loss: 5.76990661184018449603172
Subset: (5, 7), P-Value: 0.00000000000000000000000, Loss: 5.58291698622277188235330
Subset: (5, 8), P-Value: 0.00000000000000000000000, Loss: 5.79871298522423384014246
Subset: (5, 9), P-Value: 0.00000000000000000000000, Loss: 5.51590461776931473281138
Subset: (6, 7), P-Value: 0.00000000000000000000000, Loss: 5.58365071713489502513994
Subset: (6, 8), P-Value: 0.00000000000000000000000, Loss: 5.71471085893040964265310
Subset: (6, 9), P-Value: 0.00000000000000000000000, Loss: 5.38999363952774679376034
Subset: (7, 8), P-Value: 0.00000000000000000000000, Loss: 5.40765897628536773567021
Subset: (7, 9), P-Value: 0.00000000000000000000000, Loss: 5.07871447112314822192047
Subset: (8, 9), P-Value: 0.00000000000000000000000, Loss: 5.50153741066099488676855
Subset: (0, 1, 2), P-Value: 0.00000000006814134487857, Loss: 5.01874863112689872934880
Subset: (0, 1, 3), P-Value: 0.00000000000000000000000, Loss: 5.34754258511792635033544
Subset: (0, 1, 4), P-Value: 0.00000000000000000000000, Loss: 5.22505179820378806709869
Subset: (0, 1, 5), P-Value: 0.00000000000000000000000, Loss: 5.78984405731410856077446
Subset: (0, 1, 6), P-Value: 0.00000000000000000000000, Loss: 5.75291820516588625622489
Subset: (0, 1, 7), P-Value: 0.00000000000000000000000, Loss: 5.56057813672173395502796
Subset: (0, 1, 8), P-Value: 0.00000000000000000000000, Loss: 5.81140791773202014525168
Subset: (0, 1, 9), P-Value: 0.00000000000000000000000, Loss: 5.69634945795598834905604
Subset: (0, 2, 3), P-Value: 0.03361785878316705250546, Loss: 4.58822257269188771289237
Subset: (0, 2, 4), P-Value: 0.00000000000000000000000, Loss: 4.65256465789632045471080
Subset: (0, 2, 5), P-Value: 0.00000000005443824125901, Loss: 5.00143822708344476524189
Subset: (0, 2, 6), P-Value: 0.00000000000000000000001, Loss: 5.01903276727908487231389
Subset: (0, 2, 7), P-Value: 0.00000000000000000000000, Loss: 4.78784380386051999778374
Subset: (0, 2, 8), P-Value: 0.00001257725356669083093, Loss: 5.04504654759722104273578
Subset: (0, 2, 9), P-Value: 0.00000000000000000000000, Loss: 5.01025634274127185108227
Subset: (0, 3, 4), P-Value: 0.00000000000000000000000, Loss: 4.99617817468987190920870
Subset: (0, 3, 5), P-Value: 0.00000000000000000000000, Loss: 5.35002054125828063746440
Subset: (0, 3, 6), P-Value: 0.00000000000000000000000, Loss: 5.33347005604116652932589
Subset: (0, 3, 7), P-Value: 0.00000000000000000000000, Loss: 5.24117230473264150703017
Subset: (0, 3, 8), P-Value: 0.00000000000000000000000, Loss: 5.34319482544225188291875
Subset: (0, 3, 9), P-Value: 0.00000000000000000000000, Loss: 5.17884964747566289844372
Subset: (0, 4, 5), P-Value: 0.00000000000000000000000, Loss: 5.20348006918728600567192
Subset: (0, 4, 6), P-Value: 0.00000000000000000000000, Loss: 4.87865503199570138548324
Subset: (0, 4, 7), P-Value: 0.00000000000000000000000, Loss: 5.20330479800289147362946
Subset: (0, 4, 8), P-Value: 0.00000000000000000000000, Loss: 4.62984089288399403017138
Subset: (0, 4, 9), P-Value: 0.00000000000000000000000, Loss: 4.55484108202156523503845
Subset: (0, 5, 6), P-Value: 0.00000000000000000000000, Loss: 5.75247495194001778884285
Subset: (0, 5, 7), P-Value: 0.00000000000000000000000, Loss: 5.56343470559140929054820
Subset: (0, 5, 8), P-Value: 0.00000000000000000000000, Loss: 5.78335174154150077896475
Subset: (0, 5, 9), P-Value: 0.00000000000000000000000, Loss: 5.50255015899930199907431
Subset: (0, 6, 7), P-Value: 0.00000000000000000000000, Loss: 5.56318153884172872380987
Subset: (0, 6, 8), P-Value: 0.00000000000000000000000, Loss: 5.70351867018546876408891
Subset: (0, 6, 9), P-Value: 0.00000000000000000000000, Loss: 5.38265953287361131884836
Subset: (0, 7, 8), P-Value: 0.00000000000000000000000, Loss: 5.39718129413895209012253
Subset: (0, 7, 9), P-Value: 0.00000000000000000000000, Loss: 5.07058152235477610503267
Subset: (0, 8, 9), P-Value: 0.00000000000000000000000, Loss: 5.48984364104307509535374
Subset: (1, 2, 3), P-Value: 0.00762280107479276856225, Loss: 4.56488040402116013183331
Subset: (1, 2, 4), P-Value: 0.00000000000000000000000, Loss: 4.64272221614847158122075
Subset: (1, 2, 5), P-Value: 0.00000000001121805261253, Loss: 4.97940791428525297845908
Subset: (1, 2, 6), P-Value: 0.00000000000000000000000, Loss: 4.98658814937939531830580
Subset: (1, 2, 7), P-Value: 0.00000000000000000000000, Loss: 4.74257115953277352815576
Subset: (1, 2, 8), P-Value: 0.00000001467511207974672, Loss: 5.02235221269569453994563
Subset: (1, 2, 9), P-Value: 0.00000000000000000000000, Loss: 4.99512524887887554569943
Subset: (1, 3, 4), P-Value: 0.00000000000000000000000, Loss: 5.07408304464290527135972
Subset: (1, 3, 5), P-Value: 0.00000000000000000000000, Loss: 5.39346475139107628393731
Subset: (1, 3, 6), P-Value: 0.00000000000000000000000, Loss: 5.37383092619702384951097
Subset: (1, 3, 7), P-Value: 0.00000000000000000000000, Loss: 5.27946298623798426774556
Subset: (1, 3, 8), P-Value: 0.00000000000000000000000, Loss: 5.38421338094747348179681
Subset: (1, 3, 9), P-Value: 0.00000000000000000000000, Loss: 5.21340253435990597097316
Subset: (1, 4, 5), P-Value: 0.00000000000000000000000, Loss: 5.25692958244393970801411
Subset: (1, 4, 6), P-Value: 0.00000000000000000000000, Loss: 4.99845988340832736440689
